Column1,date,title,text,day,month,year,link
376, 05 oktober 2020 kl. 20.14,Flera skadade i skottlossning i Göteborg,Händelsen inträffade strax före 20 på måndagskvällen och utreds som försök till mord. Polisen har spärrat av brottsplatsen och där pågår nu en stor insats med flera polisenheter och polishelikopter. En av de skadade ska ha skjutits i benet och den andre ha fått en rispa vid ryggen. I bostaden fanns även två andra personer som inte skadades. Enligt vittnen har minst en maskerad person setts fly från platsen. Efter skottlossningen har polisen inlett en särskild händelse för att kunna nyttja hela polisregionens resurser. Ingen misstänkt gärningsperson har gripits. ,05,oktober,2020,https://www.aftonbladet.se/nyheter/a/2dG38y/flera-skadade-i-skottlossning-i-goteborg
377, 15 november 2019 kl. 10.00,NULL,En man har dött efter att ha hittats allvarligt knivskadad i en lägenhet på Hisingen i  Göteborg En man i 30-årsåldern som befann sig i samma lägenhet är gripen misstänkt för mord.  Brottsplatsen har spärrats av och polisen har genomfört dörrknackning i området. ,15,november,2019,https://www.aftonbladet.se/nyheter/a/rAOxw8/misstankt-knivmord-i-goteborg--en-gripen
378, 31 oktober 2019 kl. 18.46,Inget brott bakom dödsfall,"I går anhölls två personer misstänkta för två separata mord i Göteborgsområdet. Nu har båda släppts, rapporterar lokala medier. Polisen har kommit fram till att det troligtvis inte ligger några brott bakom de bägge dödsfallen, skriver  Göteborgs På det ena stället hittades en avliden kvinna och på det andra stället var det en äldre man som hittades död i sin bostad. ",31,oktober,2019,https://www.aftonbladet.se/nyheter/a/dOavAA/inget-brott-bakom-dodsfall
379,NULL,NULL,NULL,NULL,NULL,NULL,https://live.aftonbladet.se/supernytt/news/60ef5a5680bba4001115cae2
380, 29 juli 2021 kl. 10.33,NULL,"Åtalet mot den misstänkte mördaren i Hjällbo drar ut på tiden, enligt åklagaren. Två dagar efter det uppmärksammade upploppet på Hjällbo torg i maj skedde en dödsskjutning i stadsdelen. Dådet, då en man i 40-årsåldern sköts till döds, antas ha ett samband med bråken på torget. Bara minuter efter skjutningen greps en 21-årig man som nu är misstänkt för mord, mordförsök och grovt vapenbrott. 21-åringen har omhäktats flera gånger och Göteborgs tingsrätt har beslutat att han ska vara häktad till den 13 augusti, då åtal också förväntats komma. Men kammaråklagare Sara Toreskog räknar med att häktningstiden kommer att förlängas och att åtalet dröjer. ",29,juli,2021,https://www.aftonbladet.se/nyheter/a/bzPA4B/aklagaren-atal-for-hjallbomordet-drojer
381,NULL,NULL,NULL,NULL,NULL,NULL,https://www.aftonbladet.se/nyheter/krim/a/x3PX8n/sveriges-mest-eftersokta-brottslingar
382, 06 januari 2020 kl. 06.52,Skjutningar minskar i storstäder,"En 15-årig pojke som mördades på öppen gata i  Malmö Men redan under 2019 minskade dödsskjutningarna i Malmö. Dessutom var stadens 34 skottlossningar den lägsta siffran på sex år, och antalet sprängdåd var det lägsta sedan polisen började föra särskild statistik över sprängdåd 2017. Liknande tendenser går att se i andra storstäder. I Göteborg, där två personer sköts ihjäl förra året, minskade antalet skjutningar med mer än hälften. Även i Stockholm var skjutningarna färre, även om fler dog i samband med dem. Enligt Mattias Sigfridsson arbetar polisen i de olika storstäderna på ungefär samma sätt, vilket har gett utdelning. Mycket handlar om förebyggande metoder och att prioritera insatser mot grovt kriminella individer, menar han. ",06,januari,2020,https://www.aftonbladet.se/nyheter/a/9vLAp9/skjutningar-minskar-i-storstader
383, 24 oktober 2019 kl. 15.59,Död man hittad på ö i Göteborgs skärgård,"En man har hittats död i  Göteborgs Ambulansen kallades till platsen på ett hjärtstopp. Sjöpolisen var i närheten och var först på plats. Dessutom har ytterligare två patruller skickats till platsen. Polisen har inlett en förundersökning gällande mord, alternativt dråp. Bostaden har spärrats av och tekniker har kallats till platsen. Polisen knackar dörr i grannskapet för att se om någon lagt märke till något ovanligt. ",24,oktober,2019,https://www.aftonbladet.se/nyheter/a/rA3oBe/dod-man-hittad-pa-o-i-goteborgs-skargard
384, 30 december 2019 kl. 12.49,Krisstödsteam sätts in efter dödsskjutningen,Ett krisstödsteam har satts in för att skapa trygghet efter dödsskjutningen i  Göteborg Det var på söndagskvällen som två män sköts utanför en pizzeria i Biskopsgården. Den ena personen dog och den andra vårdas för allvarliga skador. Båda männen är kända av polisen sedan tidigare. ,30,december,2019,https://www.aftonbladet.se/nyheter/a/Xg2JGr/krisstodsteam-satts-in-efter-dodsskjutningen
385, 22 maj 2020 kl. 20.53,NULL,"En kvinna i 55-årsåldern har avlidit efter att hon blivit svårt misshandlad i en bostad i Jättesten i  Göteborg En man i 70-årsåldern, närstående till kvinnan, har gripits av polisen. Polisen har spärrat av bostaden för en teknisk undersökning. ",22,maj,2020,https://www.aftonbladet.se/nyheter/a/3JyXje/kvinna-misshandlad-till-dods--man-gripen
386,NULL,NULL,NULL,NULL,NULL,NULL,https://live.aftonbladet.se/supernytt/news/5fd58ca107c7190011e9051c
387, 09 juli 2021 kl. 14.32,En död efter skottlossning i frisörsalong ,"Ett område söder om Slottsskogen i  Göteborg Enligt polisen misstänks den skjutne mannen har tillhört gängmiljön i Göteborg. Anhöriga har underättats och händelsen utreds som ett mord. Personen som skjutits är en man i 25-årsåldern.  Ett flertal personer har hämtats in till förhör och dörrknackningen har fortsatt under lördagen.  Polisen kommer fortsatt ha stora resurs kvar på platsen och de uppmanar vittnen att höra av sig. På lördagsmorgonen fanns ännu ingen gripen. Däremot är tekniska undersökningen av brottsplatsen genomförd och avspärrningen borttagen. Under dagen kommer utredningsarbetet att fortsätta, bland annat genom dörrknackning. Ett vittne på platsen hörde flera skott. Vittnet såg en person ligga ner på golvet inne i frisörsalongen. Göteborg har under senare tid plågats av flera skjutningar mellan kriminella gäng.  I förra veckan sköts en polis till döds på Hisingen. ",09,juli,2021,https://www.aftonbladet.se/nyheter/a/jzzEeA/en-dod-efter-skottlossning-i-frisorsalong
388,NULL,NULL,NULL,NULL,NULL,NULL,https://live.aftonbladet.se/supernytt/news/5eb28ba55969390018550be9
389, 30 juli 2021 kl. 05.00,Mördade polisen Andreas Danman begravs,"Polismannen Andreas Danman sköts när han och en kollega stod och talade med några personer i stadsdelen Biskopsgården i  Göteborg Vasakyrkan uppges vara fullsatt med 125 personer närvarande under begravningen. Poliser och militärer kan dessutom följa ceremonin via en livesändning i en annan lokal i Göteborg, till vilken sörjande började anlända runt lunchtid på fredagen. Den skjutne polismannen hade tidigare tjänstgjort inom försvaret. Mordet på Andreas Danman har upprört både det offentliga Sverige och stora delar av svenska folket. För polismannens kollegor runt om i landet kom mordet som en stor chock, följd av sorg. Klockan 17 arrangerar Sveriges veteranförbund en minnesceremoni som är öppen för allmänheten. Den hålls vid veteranmonumentet i Färjenäs på Hisingen, inte långt från Biskopsgården. Den nu häktade 17-åringen greps två dagar efter skjutningen. Han är misstänkt för mord och mordförsök. Enligt Erik Nord, polischef i Storgöteborg, har polisen dock gjort bedömningen att skotten sannolikt inte var riktade mot polismannen. ",30,juli,2021,https://www.aftonbladet.se/nyheter/a/KpgdVy/mordade-polisen-andreas-danman-begravs
390,NULL,NULL,NULL,NULL,NULL,NULL,https://live.aftonbladet.se/supernytt/news/5f350824ad330b001186342b
391, 30 maj 2021 kl. 14.06,NULL,"Polisen skriver på sin hemsida att det inte går att utesluta fler gripanden. Ytterligare två personer fördes till sjukhus i samband med händelsen. Skadeläget för dem är oklart. Skjutningen ägde rum på en parkering vid en matvarubutik på söndagseftermiddagen. Platsen har spärrats av för teknisk undersökning. Polisen har tidigare inlett en så kallad särskild händelse i Hjällbo. Skälet var ett upplopp under natten till lördag då ett hundratal personer, flera av dem med koppling till kriminella nätverk, samlades. Personerna som är inblandade i skottlossningen är också kända av polisen sedan tidigare. ",30,maj,2021,https://www.aftonbladet.se/nyheter/a/gWbOg1/man-ihjalskjuten-i-goteborg--en-anhallen
392,NULL,NULL,NULL,NULL,NULL,NULL,https://live.aftonbladet.se/supernytt/news/60fe396002e2af0012dfb3bd
393, 10 maj 2021 kl. 07.40,Man knivhuggen i Kungsbacka,"En man i Kungsbacka har förts till sjukhus efter att ha blivit knivhuggen i magen, rapporterar Göteborgs-Posten. Det var vid halv fyra-tiden under natten mot måndagen som larmet gick i ett hus i Frillesås i Kungsbacka kommun. När familjen tittade ut stod två personer och tände eld på deras bil som fanns parkerad på utsidan. När mannen i familjen gick ut för att ingripa attackerades han med kniv i buken. Mannen ska ha varit talbar och vaken då han fördes till sjukhus, men det finns inga uppgifter kring hur allvarliga skador han fick vid angreppet. På platsen anträffades en kniv, en hammare och en petflaska som polisen tagit i beslag. Platsen har även spärrats av för teknisk undersökning. Händelsen utreds nu som mordbrand och försök till mord. ",10,maj,2021,https://www.aftonbladet.se/nyheter/a/56xloe/man-knivhuggen-i-kungsbacka
394, 18 april 2020 kl. 11.11,En knivskuren på pizzeria i Göteborg,"En person blev knivskuren på Hisingen i  Göteborg Polisen rubricerar händelsen som försök till mord. En person ska ha setts springa från den misstänka brottsplatsen, en pizzeria, men ingen är gripen. Flera personer som tros ha blivit vittnen till händelsen har även har hörts av polis. ",18,april,2020,https://www.aftonbladet.se/nyheter/a/lAyRly/en-knivskuren-pa-pizzeria-i-goteborg
395, 17 maj 2019 kl. 23.36,NULL,En svensk man ska enligt  Göteborgs Enligt uppgifter till GP har mannen skjutits ihjäl i vad som tros vara kopplat till gängrelaterad brottslighet. ,17,maj,2019,https://www.aftonbladet.se/nyheter/a/70BJOw/uppgifter-svensk-ihjalskjuten-i-barcelona
396, 17 maj 2019 kl. 23.02,Svensk ihjälskjuten i Barcelona,"En svensk man som var boende i  Göteborg Larmet om skottlossningen i  Flera skott ska ha avlossats och gärningsmannen, som hade en motorcykelhjälm på sig, flydde från brottsplatsen, enligt El Pais. GP  Mannen klarade sig utan skador och ska också vara i 25-årsåldern, enligt uppgifter till Aftonbladet. Den nu döde mannen ska tidigare figurerat i flera olika polisutredningar, bland annat i den om sprängdådet i Torslanda där en fyraårig flicka miste livet 2015. Mannen ska enligt  ",17,maj,2019,https://www.aftonbladet.se/nyheter/a/wPx5jo/svensk-ihjalskjuten-i-barcelona
397, 29 mars 2021 kl. 17.48,Chattbevis godkänns igen i Göteborgsmål,"Flera åtalade av de totalt 16 har genom sina ombud försökt få rätten att underkänna bevisningen, med hänvisning till att den inte tagits fram på ett korrekt sätt. Svensk polis fick materialet av sina kollegor i Frankrike, sedan de kunnat avkryptera den hemliga chattappen. Materialet tillåts och åklagaren har uppgett att denne kommer att lägga fram det som bevisning under den tredje förhandlingsdagen i målet, på onsdag, meddelar  Målet utgår ifrån ett mord i Göteborgsstadsdelen Gamlestaden i maj förra året. En man sköts ned på öppen gata och de 16 som står inför rätta anklagas för mordet, någon inblandning i det eller vapenbrott. ",29,mars,2021,https://www.aftonbladet.se/nyheter/a/dlebWz/chattbevis-godkanns-igen-i-goteborgsmal
398, 02 januari 2021 kl. 13.29,NULL,Vid 12-tiden på lördagen föll en kvinna från en balkong till en lägenhet i  Göteborg Omständigheterna kring händelsen är oklara varpå polisen inlett en förundersökning om mord alternativt dråp. Två personer har hämtats till förhör och polisen har börjat knacka dörr i området. Lägenheten och fallplatsen har spärrats av för en teknisk undersökning. ,02,januari,2021,https://www.aftonbladet.se/nyheter/a/EpJvya/kvinna-foll-fran-balkong--misstankt-mord
399,NULL,NULL,NULL,NULL,NULL,NULL,https://live.aftonbladet.se/supernytt/news/5fae186f28f5e10011520430
400, 13 augusti 2021 kl. 08.17,Massiv knarkliga sprängd i Spanien och Sverige ,"Svensk och spansk polis har sprängt en enorm knarkliga med 71 personer som varit verksamma i båda länderna, skriver spanska myndigheter  i ett pressmeddelande De gripna ska vara personer från  Operationen skedde i fyra faser och startade i slutet av 2018, i samband med att flera personer efterlystes av svenska myndigheter. De efterlysta ska regelbundet ha åkt mellan Sverige och Spanien för att köpa in enorma knarkleveranser. Personerna har även kopplingar till kriminella nätverk som styr narkotikahandeln i  Stockholm och Göteborg. Enligt polisen ligger nätverket bakom 50 knark­relaterade mord i Sverige. Under operationens gång har polisen beslagtagit drygt två ton cannabis och stora mängder kokain, amfetamin och heroinsubstitut som kopplas till knarkligan.  När operationen inleddes spårades de efterlysta personerna till Malaga och Barcelona. I samband med att polisen kunde kartlägga personerna och koppla dem till kriminella nätverk i Sverige inrättades en operativ grupp inom Europol.  Ligan ska ha smugglat knark från Marocko till Spanien med hjälp av fritids­båtar och surfing­brädor. Knarket ska bland annat ha gömts under skrovet på fritidsbåtar. Knarket har därefter smugglats från Spanien till Sverige via ett flyttfirma, med kontor i  i Torrevieja i Alicante och i San Pedro Alcántara i Malaga.  Under operationens gång har polisen beslagtagit drygt två ton cannabis och stora mängder kokain, amfetamin och heroinsubstitut som kopplas till knarkligan. Många av tillslagen har gjorts i Sverige. Vid ett tillfälle kunde polisen i Stockholm beslagta 55 000 opiat­tabletter som används som substitut för heroin, som smugglades av flyttfirman. Vid ett annat tillslag upptäcktes 310 kilo hasch i en lastbil i en hamn i Trelleborg.  Flera av de gripna personerna beskrivs som mycket farliga, och ska ha varit inblandade i flera skjutningar i Stockholm, Göteborg och längs solkusten i Spanien.  De utpekade gängledarna uppges ha levt lyxliv på den spanska solkusten och polisen har konfiskerat bilar, båtar, motorcyklar och dyra konstverk. Ett 60-tal lyxfastigheter och tomter kopplas också till ligan och det sammanlagda värdet på de låsta tillgångarna uppskattas överstiga hundratals miljoner euro. Polisen har totalt utfört 21 husrannsakningar i de kriminellas lyxbostäder i Spanien, där de beslagtagit miljontals kronor och en stor mängd automatvapen. Ett flertal husrannsakningar har även gjorts i Sverige och Polen.  Nätverket ska bland annat ha tvättat pengarna via fastighetsbranschen på Costa del Sol i Spanien, enligt  ",13,augusti,2021,https://www.aftonbladet.se/nyheter/a/mrMV1L/massiv-knarkliga-sprangd-i-spanien-och-sverige
